排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
1,生死疲劳（不看不知道，莫言真幽默！全新版本！）,['莫言；读客文化 出品'],None,http://img3m5.ddimg.cn/37/23/29343835-1_w_1697019310.jpg,2022年01月 ,浙江文艺出版社,45.40,69.90,6.5,小说,中国当代小说,32开,轻型纸,平装,否,9787533966102,"◆ 不看不知道，莫言真幽默！在极度痛苦时笑出声来，获得内心深处的解脱。
◆ 莫言：“诺奖的评委主要是因为读完了《生死疲劳》，才把这个奖项授给了我。”
◆ 中国诺贝尔文学奖得主莫言代表作！
◆ 不看不知道，欲哭又想笑。活着不容易，幽默无价宝。——莫言
◆ 不管生活多苦闷，翻开本书都会笑出声来。
◆ 收录全新再版序、莫言漫像、莫言题词，了解本书创作背后的故事！
◆ 特别梳理人物关系图，清晰呈现主要人物关系！
◆ 5幅原创插画，还原本书精华场景！
 ",642789,"['经典必读（132）', '装帧精美（109）', '引人入胜（83）', '中国原创（72）', '情节曲折（70）', '温情感人（59）']"
2,我与地坛（纪念版）（2024年百班千人寒假书单 九年级推荐阅读）,['史铁生'],None,http://img3m1.ddimg.cn/6/9/21055821-1_w_1703840299.jpg,2011年06月 ,人民文学出版社,17.50,29.00,6.04,文学,中国现当代随笔,32开,胶版纸,精装,否,9787020084357,"这本书是在史铁生2010年12月30日出版的，第二天的凌晨，史铁生就永远离开我们了。本来，这是我们送给他的一个新年大礼，现在回过头来想，《我与地坛》其实是史铁生送给我们每个人的礼物。当年《我与地坛》发表的时候，韩少功说过，即使今年没有任何文学作品，只要有《我与地坛》，就是文学的丰收年。这篇作品是史铁生送给所有人的无价的礼物。史铁生以他的毅力和智慧，度过了四十年的轮椅生涯，写下了数百万字的作品，成为当代有成就的作家。他的影响和贡献，远超于文学之上；他给予读者的，不仅是精美洁净的文字，更是健康的精神、深沉的爱和对人生真谛的探寻。现在，他走了，但他的精神永远存在。《我与地坛》是史铁生在讲他自己的故事，我们可以从中重新认识史铁生，深刻理解史铁生。
    ",1162595,"['经典必读（997）', '装帧精美（853）', '引人入胜（589）', '优美隽永（553）']"
3,你也走了很远的路吧（新增2万余字，4篇文章，关于特殊时期成长的勇气，以及曾经的那些人）,"['卢思浩 ', ',博集天卷 出品']",None,http://img3m1.ddimg.cn/46/7/29460961-1_w_11.jpg,2022年09月 ,湖南文艺出版社,22.90,49.80,4.6,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787572608377,"1.青年作家卢思浩《你也走了很远的路吧》经典再版，精心修订，崭新装帧。
2.新增2万余字，4篇文章，关于特殊时期成长的勇气，以及曾经的那些人。
3.你想要看的那片风景，以及想要遇到的人，终将会与你相遇，在你成为自己的路上。
4.每个人都能从故事中读到青春，看到自己。
20个触动人心的青春故事；21首青春配乐，与卢思浩共赴青春演唱会。
5.随书附赠卢思浩致读者的信，把这几年的体会讲给你听。
6.内外双封，精美手绘彩插，随书附赠封面同款海报1张 明信片1套 文笔续写挑战卡1张 书签1张。
 ",646003,"['装帧精美（1310）', '经典必读（953）', '引人入胜（781）', '优美隽永（600）']"
4,真希望你也喜欢自己（房琪shou部作品重磅上市！写给所有年轻人的成长通关秘籍！杨天真、大冰、鲁豫、张含韵诚挚作序推荐。）,"['房琪kiki ', '，磨铁文化 出品']",None,http://img3m3.ddimg.cn/91/10/29474173-1_w_12.jpg,2022年09月 ,北京联合出版有限公司,37.30,49.80,7.49,成功/励志,心灵与修养,32开,胶版纸,平装-胶订,否,9787559664464,"1、杨天真、大冰、鲁豫、张含韵诚意作序
“房琪的这本书与其说是讲成长，不如说是讲生长。若你真认为自己正躺在白日不到处
已经决定放弃发芽，那这本“生长路书”，应该翻阅一下。”
2、一本送给所有年轻人的“成长通关秘籍”
你和自己，熟吗？
该为自己的野心道歉吗？
停留在原地真的意味着安稳？
十字路口，如何选择才不会遗憾？
该怎么做才能找到属于自己的主场？
如何找到和你同频共振的那一部分人？
3、破解成长背后的底层逻辑：“喜欢自己”是你面对这个世界时，的底气
?  或许我们终其一生就是没办法做这个世界的主角，但不妨碍我们可以做自己的主角。
4、全书后特别增加“超长拉页”，精选12篇房琪视频文案，用图文丈量脚步和时间。
如果可以，我想陪你走遍山川湖海和春秋冬夏，一日看尽雪月风花！
5、随书附赠“房琪写给读者的一封信”，见信展颜，感恩所有的喜爱、温暖和陪伴。
所有真心想说的话，都在里面，等你开启。
6、精致双封面设计，专色印刷，呼应“读万卷书，行万里路”的特别意向。
无论是身体还是灵魂，总要有一个在路上。
 ",583054,"['心灵鸡汤（2）', '受益匪浅（2）', '感染力强（2）', '振奋人心（2）', '文笔流畅（2）', '内容丰富（1）', '实用（1）', '干货满满（1）']"
5,法治的细节（罗翔随笔集，荣获文津图书奖，评热点、论法理、聊读书、谈爱情，人间清醒与你坦诚相见）,['罗翔，果麦文化 出品'],None,http://img3m4.ddimg.cn/21/25/29323524-1_w_23.jpg,2021年11月 ,云南人民出版社,34.00,49.80,6.83,法律,法律随笔,32开,轻型纸,平装,否,9787222204331,"  ◇《法治的细节》荣获文津图书奖，2021人文社科年度好书、读者年度影响力图书、豆瓣zui受关注作者、南都2021年度十大好书等社科图书大奖
◇法律男神罗翔教授2021新作，法律随笔集，解读热点案件，思辨法治要义。
◇CCTV年度法治人物，2020书业评选年度作者,哔哩哔哩百大UP主,超高人气UP主罗翔
◇盘点近年热点案件，理性而不失温度，从N号房事件到张玉环案，如何在现实中追求正义？
◇从法律视角破解电车难题，思辨刑罚边界、胎儿权利等法理冲突，在时事中保持理性思考
◇《人民日报》、央视朗读者等媒体官方推荐，罗振宇、罗永浩强烈安利，追求知识与智慧。
◇收录罗翔走红后的心路历程，分享走出困境的人生经历与感悟，附罗翔青年照。
 ",479979,"['内涵丰富（68）', '解读透彻（67）', '实用性强（56）', '内容专业（54）', '内容扎实（52）', '作者权威（48）']"
6,晚熟的人（莫言新书）,['莫言'],None,http://img3m6.ddimg.cn/14/34/28994936-1_w_9.jpg,2020年07月 ,人民文学出版社,29.50,59.00,5,小说,中国当代小说,32开,胶版纸,精装,否,9787020164776,".
 ",458110,"['装帧精美（835）', '经典必读（831）', '引人入胜（622）', '温情感人（597）', '中国原创（563）', '情节曲折（494）']"
7,被讨厌的勇气：“自我启发之父”阿德勒的哲学课 岸见一郎,"['岸見一郎, 古賀史健']",None,http://img3m2.ddimg.cn/33/26/28518072-1_w_9.jpg,2020年03月 ,机械工业出版社,27.50,55.00,5,成功/励志,心灵与修养,16开,胶版纸,平装-胶订,否,9787111495482,"「被讨厌的勇气」并不是要去吸引被讨厌的负向能量，而是，如果这是我生命想绽放出美的光彩，那么，即使有被讨厌的可能，我都要用自己的双手双脚往那里走去。」
「因为拥有了被讨厌的勇气，于是有了真正幸福的可能。」

你是否常常对繁琐的生活感到乏味？
你是否时时为复杂的人际关系感到疲惫？
你是否认为人生的意义越来越模糊难见？
我们如何能够在繁杂的日常琐碎和复杂的人际关系中用自己的双手去获得真正的幸福？
这一切的答案尽在这本《被讨厌的勇气》中！

★日本亚马逊2014年度销售冠军，连续300天雄踞销售榜首！
★蔡康永、张德芬 陈文茜、曾宝仪、勇气推荐！
★张沛超、胡慎之、动机在杭州 作序推荐！
★阿德勒思想拥有改变人一生的力量。剩下的就只有能否鼓起迈出一步的“勇气” 
 ",1329090,"['受益匪浅（327）', '振奋人心（282）', '文笔流畅（272）', '感染力强（265）', '干货满满（245）', '内容丰富（219）', '实用（217）', '心灵鸡汤（198）']"
8,带壳的牡蛎是大人的心脏（当当专享签章版+作者亲绘贴纸。火爆全网现象级漫画，汪苏泷、沈月、容祖儿、阮筠庭真诚推荐！）,"['拟泥nini ', '绘 时代华语 出品']",None,http://img3m7.ddimg.cn/47/4/29463437-1_w_1695289711.jpg,2022年09月 ,北京联合出版有限公司,40.80,68.00,6,动漫/幽默,大陆漫画,32开,胶版纸,平装-胶订,否,9787559662170,"◆超人气漫画家拟泥nini作品集结，温暖来袭！刷屏微博、公众号、小红书等社交媒体，全网阅读量超500万 ！
◆当你脆弱的时候，就看拟泥nini吧！用糖果色的漫画诠释现实世界的烦恼与丧，给正在经历着阴雨天的大人，一个安慰的拥抱。卸下所有的面具和重担，把脆弱的权利还给大人。
◆有时候，上一秒还是小孩，下一秒就已经是大人了。当我们发现有天在世界面前，只能礼貌地笑着，不能哭也不能发脾气的时候，才明白这种打了镇定剂一般的感觉，是被叫做“成为大人”。
◆太奇怪也没关系，不够完美也值得被爱！在循环往复的混沌和疲劳之中，不要忘了生活本身的意义，做一个闪光的人，去守护你所爱的人与事。
◆人生很难，祝你快乐！累的时候睡一觉，心情不好吃甜的，脆弱的时候就去看看花。所谓的大人，都是披着坚硬外壳的柔软牡蛎。Nini的漫画就像是贴在伤口上的OK绷。是你自己的人生，按你喜欢的方式去选择吧！
◆我们和时间一起做的事情，时间也会尊重它。成长是一个漫长的过程，要允许脆弱，更需要耐心和勇气！给总是隐藏情绪、被迫长大的大人们一丝勇气，脱掉坚硬的外壳，短暂“逃离现实”，回到我们出发的原点。
◆312页暖心故事，篇篇治愈！集结长篇代表作《带壳的牡蛎是大人的心脏》、人气连载《向日葵花园》系列并附特别结局，更收录17个暖萌短篇，其中4篇为全新创作首发。从可爱温暖的故事到疲惫无奈的现实，收录了一些对爱与梦的记录，是一些破碎后的自愈，一些对命运和希望的小小思考，更是对日常生活颇具勇气的复盘。
◆小开本&高颜值！全彩印刷，可180度平摊阅读，臻彩呈现。可随手携带翻读，暖心又催泪！
 ",396018,"['解压神器（50）', '被治愈（47）', '画工精美（37）', '热血（34）', '暖萌（28）', '好搞笑（21）', '同人（17）', '值得收藏（7）']"
9,蛤蟆先生去看心理医生（热销300万册！英国经典心理咨询入门书，知名心理学家李松蔚强烈推荐）,['罗伯特·戴博德，果麦文化 出品'],None,http://img3m9.ddimg.cn/71/33/28992419-1_w_1698919928.jpg,2020年07月 ,天津人民出版社,22.80,38.00,6,心理学,心灵疗愈,32开,轻型纸,平装-胶订,否,9787201161693,"        ◆英国经典心理咨询入门书，1997年长销至今
◆如果你不知道该不该去看心理医生，请先看看这本书
◆将心理知识巧妙融入故事情节，解析20多个心理学专业名词、展现一个心理咨询疗程的标准模板
◆媲美《自卑与超越》，比《自卑与超越》更好读
◆2小时轻松读完，零基础、无压力的心理入门书
◆演绎10次心理咨询全过程，见证疗愈与改变的发生

  ",1747207,"['心理治愈（1631）', '可读性强（1206）', '心理学必备（862）', '脑洞大开（753）', '内容专业（707）']"
10,病隙碎笔 2021纪念版（史铁生充满灵性光辉的生命笔记，启迪无数读者的长篇哲思散文经典）,"['史铁生 ', ',博集天卷 出品']",None,http://img3m3.ddimg.cn/26/23/29325113-1_w_6.jpg,2021年11月 ,湖南文艺出版社,22.00,48.00,4.59,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787540483432,"《病隙碎笔》（纪念版2021）
▲《病隙碎笔》荣获第三届鲁迅文学奖，《病隙碎笔》(之六)荣获首届老舍文学奖，首届华语文学传媒大奖年度杰出成就奖作家作品。
▲光影纪念，典藏之选：内文特别附录史铁生先生亲摄照片，诠释信仰与爱，精美四色印刷，用纸考究。
▲史铁生夫人陈希米亲自审定，精细校订郑重出版。
▲史铁生充满灵性光辉的生命笔记。读史铁生，不可不读《病隙碎笔》，这是史铁生的一部充满了深刻生命体验的人生笔记，也是深受读者喜爱的当代哲思散文经典。读史铁生，如读我们自己，走失的心会安定下来；在深刻的困境中，重新寻获信心与爱。
▲当代文学大家史铁生的长篇哲思散文《病隙碎笔》，是他从身患尿毒症、接受透析开始，以四年时间写成，被誉为“二〇〇二年度中国文学为重要的收获”（首届华语文学传媒大奖授奖词），是“在深刻的困境中，对神性和人生终极意义所做的一次艰苦卓绝而又辉煌壮丽的追问与眺望”。
▲首届华语文学传媒大奖年度杰出成就奖得主史铁生授奖词：史铁生是当代中国令人敬佩的作家之一，他的写作与他的生命完全同构在了一起，用残缺的身体，说出了为健全而丰满的思想。他体验到的是生命的苦难，表达出的却是存在的明朗和欢乐，他睿智的言辞，照亮的反而是我们日益幽暗的心。他的《病隙碎笔》作为二〇〇二年度中国文学为重要的收获，一如既往地思考着生与死、残缺与爱情、苦难与信仰、写作与艺术等重大问题，并解答了“我”如何在场、如何活出意义来这些普遍性的精神难题。
▲史铁生作为“纯粹的写作者”，“其想象力和思辨力代表了我们当代文学所能达到的高度”；“他用自己的苦难提升了大家对生命的认识，而我们没有任何成本地享受了他所达到的精神高度”。
 ",302461,"['经典必读（4）', '装帧精美（1）']"
