排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,一读就上瘾的中国史1+2(套装全2册),['温伯陵'],None,http://img3m3.ddimg.cn/63/4/29143683-1_w_9.jpg,2020年11月 ,台海出版社,52.80,119.60,4.42,历史,历史普及读物,16开,轻型纸,平装-胶订,是,9787516826591,"1、历史大号“温乎”作品，572079个读者共同的选择，诗词大V“少年怒马”作序强烈推荐。温伯陵的文章，既有细节故事，又有历史大局观。可能上一秒还在磕着瓜子侃帝国大业，下一秒就悄咪咪地说起古人闺房秘闻。你永远不知道他下一句聊得是什么，惊险刺激，一读就上瘾。
2、有趣、有料、有考点的中国史，全书贯通2295个历史知识点，标注152处典籍出处，帮助读者把零散的知识点串联起来，找出共同的规律，从而发现历史背后的那只手，这次彻底看懂历史的逻辑。
3.古人的困惑与迷茫、酣畅和憋屈、升职与加薪、男欢与女爱跟我们并没有本质的不同。每个历史人物的行为和抉择，都会投射到我们身上。
提高领导力，就去看《刘邦和项羽，好老板与坏老板》
想搞关系，就去看《李世民：统一战线是个宝》
想努力奋斗，就去看《刘备的奋斗，才是你*该喝下的鸡汤》《若你觉得生活苦，不妨读读曾国藩》
心情沮丧的，就去看《苏轼：忘记年龄后，我的人生开挂了》
想追逐爱情的，就去看《陆游和唐婉：写下宋朝*动人的情诗》
    1、《一读就上瘾的中国史》系列篇。内容全面升级，聚焦“历史大变局”的主题，贴合当代读者面临的生存环境，用历史解读当下的困局与破局之道。
2、历史大号“温乎”全新作品，篇篇10万 ，全网1172530 读者共同的选择。温伯陵的文章，既有细节故事，又有历史大局观。可能上一秒还在磕着瓜子侃帝国大业，下一秒就悄咪咪地说起古人闺房秘闻。你永远不知道他下一句聊得是什么，惊险刺激，一读就上瘾。
3、有趣、有料、有考点的中国史，全书贯通2579个历史知识点，帮助读者把零散的知识点串联起来，找出共同的规律，从而发现历史背后的那只手，这次彻底看懂历史的逻辑。
  ",188129,"['可读性强（114）', '品质高端（89）', '品质不错（89）', '经典权威（89）', '内容扎实（81）']"
12,通透（杨天真的人性解码词典）,"['杨天真 ', ',博集天卷 出品']",None,http://img3m9.ddimg.cn/45/10/29524419-1_w_5.jpg,2023年03月 ,湖南文艺出版社,44.60,62.00,7.2,成功/励志,人生哲学,32开,胶版纸,精装,否,9787572602603,"◎人际关系的避坑指南——30个关键词，破解人际关系的密码，洞悉人性的本质
人性是人行为背后的规律，高情商的本质在于理解人性。大多数人际关系的困境，根源在于对人性规律的误解。了解人性，才能正确看待他人行为，避坑避雷，为人处世轻松自在。
◎自我认知说明书——从A到Z，远离纠结内耗，活得自信，才能稳定输出，倍速成长
所有的纠结内耗，都源自未知和失控。了解真实的自我，建立价值体系，活得清爽通透。
◎案例 分析 可执行的方法，真诚分享，轻松易读，杜绝卖弄，绝不空谈
 ",145314,['振奋人心（2）']
13,法治的细节（罗翔随笔集，荣获文津图书奖，评热点、论法理、聊读书、谈爱情，人间清醒与你坦诚相见）,['罗翔，果麦文化 出品'],None,http://img3m4.ddimg.cn/21/25/29323524-1_w_23.jpg,2021年11月 ,云南人民出版社,34.00,49.80,6.83,法律,法律随笔,32开,轻型纸,平装,否,9787222204331,"  ◇《法治的细节》荣获文津图书奖，2021人文社科年度好书、读者年度影响力图书、豆瓣zui受关注作者、南都2021年度十大好书等社科图书大奖
◇法律男神罗翔教授2021新作，法律随笔集，解读热点案件，思辨法治要义。
◇CCTV年度法治人物，2020书业评选年度作者,哔哩哔哩百大UP主,超高人气UP主罗翔
◇盘点近年热点案件，理性而不失温度，从N号房事件到张玉环案，如何在现实中追求正义？
◇从法律视角破解电车难题，思辨刑罚边界、胎儿权利等法理冲突，在时事中保持理性思考
◇《人民日报》、央视朗读者等媒体官方推荐，罗振宇、罗永浩强烈安利，追求知识与智慧。
◇收录罗翔走红后的心路历程，分享走出困境的人生经历与感悟，附罗翔青年照。
 ",479980,"['内涵丰富（68）', '解读透彻（67）', '实用性强（56）', '内容专业（54）', '内容扎实（52）', '作者权威（48）']"
14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,[]
15,人生没什么不可放下：弘一法师的人生智慧（弘一法师彻悟一生的人生真谛，帮你重遇未知的自己，逆袭人生！）,"['宋默 ', '，文通天下 出品']",None,http://img3m3.ddimg.cn/64/12/23394853-1_w_37.jpg,2014年01月 ,团结出版社,9.50,32.80,2.9,成功/励志,人生哲学,16开,胶版纸,平装-胶订,否,9787512622456,"弘一法师的人生智慧：
★ 人生犹似西山日，富贵终如草上霜。
★ 从前种种譬如昨日死，今日种种譬如今日生。
★ 人褊急，我受之以宽容；人险仄，我待之以坦荡。
★ 执于一念，将受困于一念；一念放下，会自在于心间。
★ 花繁柳密处拨得开，方见手段；风狂雨骤时立得定，才是脚跟。
★ 知足常足，终身不辱。知止常止，终身不耻。安莫安于知足，危莫危于多言。
★ 放下，才能得到；放下，才能长久；放下，才能承担；放下，才能拥有；放下，就是幸福。
★ 以恕己之心恕人则全交；以责人之心责己则寡过；静坐常思己过，闲谈莫论人非；临事须替别人想，论人先将自己思。
推荐您购买文通天下其他畅销书：
 ",377452,"['受益匪浅（374）', '文笔流畅（332）', '感染力强（316）', '内容丰富（270）', '振奋人心（267）', '实用（230）', '干货满满（207）']"
16,钝感力（渡边淳一经典励志大作！央视新闻、《奇葩说》鼎力推荐，马东、蔡康永、杨天真、王俊凯推荐书目。写给易因小事敏感，什么都往心里去的人。),"['渡边淳一', '；李迎跃 译;']",；李迎跃 ,http://img3m9.ddimg.cn/23/12/25201859-1_w_1698985798.jpg,2018年01月 ,青岛出版社,14.70,32.00,4.6,成功/励志,成功/激励,大32开,轻型纸,平装-胶订,否,9787555262800,"◆对眼前的事情钝感一点，不要什么都往心里去。
◆钝感力赢得美好生活的智慧，从容面对生活中的挫折伤痛。
◆钝感力是一种才能，一种能让人们的才华开花结果、发扬光大的力量。
◆钝感力是一种大智若愚的人生态度和人生智慧，拥有钝感的人更容易在竞争激烈的现代社会立足。
       ",862355,"['文笔流畅（492）', '受益匪浅（427）', '实用（394）', '感染力强（368）', '振奋人心（353）', '干货满满（303）', '内容丰富（296）', '仪式感（229）']"
17,生死疲劳（不看不知道，莫言真幽默！全新版本！）,['莫言；读客文化 出品'],None,http://img3m5.ddimg.cn/37/23/29343835-1_w_1697019310.jpg,2022年01月 ,浙江文艺出版社,45.40,69.90,6.5,小说,中国当代小说,32开,轻型纸,平装,否,9787533966102,"◆ 不看不知道，莫言真幽默！在极度痛苦时笑出声来，获得内心深处的解脱。
◆ 莫言：“诺奖的评委主要是因为读完了《生死疲劳》，才把这个奖项授给了我。”
◆ 中国诺贝尔文学奖得主莫言代表作！
◆ 不看不知道，欲哭又想笑。活着不容易，幽默无价宝。——莫言
◆ 不管生活多苦闷，翻开本书都会笑出声来。
◆ 收录全新再版序、莫言漫像、莫言题词，了解本书创作背后的故事！
◆ 特别梳理人物关系图，清晰呈现主要人物关系！
◆ 5幅原创插画，还原本书精华场景！
 ",642789,"['经典必读（132）', '装帧精美（109）', '引人入胜（83）', '中国原创（72）', '情节曲折（70）', '温情感人（59）']"
18,三体：全三册 刘慈欣代表作，亚洲“雨果奖”获奖作品！,['刘慈欣'],None,http://img3m4.ddimg.cn/32/35/23579654-1_w_6.jpg,2010年11月 ,重庆出版社,42.70,93.00,4.6,小说,科幻小说,32开,胶版纸,平装-胶订,是,23579654,None,2296220,"['经典必读（8685）', '引人入胜（7004）', '装帧精美（6967）', '情节曲折（5960）', '温情感人（3900）']"
19,我从未如此眷恋人间：周深“终于开始学会眷恋这人间”史铁生、季羡林、余光中、丰子恺等联手献作，把深情写入文字，告诉你这世间原来是它们最惹人恋。,"['史铁生 汪曾祺 等 ', '，文通天下 出品']",None,http://img3m3.ddimg.cn/26/16/29370653-1_w_1690440784.jpg,2022年02月 ,读者出版社,9.90,49.80,1.99,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787552706673,"李克勤、王菲、刘宇宁《眷恋》是什么滋味？就让史铁生、季羡林、余光中、丰子恺、徐志摩、林徽因等告诉你。10余位现当代文学大家，50篇经典名作，触动回忆，引燃泪点，回到初的美好。
  这是一本关于对人世间眷恋的散文集子。十三位知名作家50篇散文作品，作家们在书中谈论亲情、友谊、久别的故乡、逝去的时光，或直击主题，或慢慢铺叙。在他们的文字里，无一不彰显着对生命、对岁月绵密的体悟与眷恋。
  作家们与读者真诚分享自己在生活中对美好事物的真实感受与感悟。可在作家笔下看见关于前辈鲁迅、陈西滢、陆小曼、梁思成等的生活趣事。全书分为七个部分内容丰富，情感真切，温馨暖人，给读者以深情的温暖、美的感悟、生命的启迪。
  外封选用“高阶细砂浅米”表达眷恋的“朦胧美
内封选用“高阶细格浅米”表达眷恋的“清晰美，选用米黄色让人感受“太阳 泥土”的味道，让心不觉回到初的美好。
内外封用纸，给人手以柔和细腻的触感：这就是眷恋的感觉！
  学校教材经典文章以及阅读理解过程中经常出现的文章，读起来当初上学时候的经典文章，勾起对自己对当初求学时光的怀念。
  民国文人“吵架”生活趣谈
文人自古相轻，让我看看民国文人之间的“吵架”是这样的一番场景。让人回味那时、那境文人纯粹的美好。
  名家怎样讲究吃，怎样做一日三餐，相信你可以从他们的生活中找到与自己相合的观点和乐趣，看完这些让我们瞬间感受到烟火人间的温暖。
  每个人都有去别人家做客“尴尬”的场景，看看名家他们又是如何面对和解决这些尴尬的局面
  人生有很多美好的事物，我们总有抓不住的
人间再美好，我们总有离去的一天
看看名家如何面对，如何把深情写入文字，走入你的生活，给你带来美好与勇气
推荐您购买文通天下其他畅销书：
 ",256314,"['经典必读（1）', '引人入胜（1）', '装帧精美（1）']"
20,作家榜名著：月亮与六便士（155万读者高分推荐！全新未删节插图珍藏版！满地都是六便士，他却抬头看见了月亮！毛姆小说代表作！）,"['[英] 毛姆 ', '，作家榜经典名', ' 出品，徐淳刚（诗人） 译，大星文化，高更 绘']",None,http://img3m1.ddimg.cn/66/15/24175371-1_w_1707037441.jpg,2017年01月 ,浙江文艺出版社,19.90,39.80,5,小说,世界名著,32开,胶版纸,平装-锁线胶订,否,9787533936020,"《月亮与六便士》中译本众多，为什么百万读者选择作家榜版？6大硬核入手理由——
1、名家名译，译自原版：传奇诗人徐淳刚呕心译作，译自英国Vintage Books出版社1999版《月亮与六便士》！无删节无改编！原汁原味！完整典藏！
2、译文传神，流畅好读：精准的诗意译文，全方位呈现出毛姆刻薄犀利却又情意绵绵的文学特色！引爆读者盛赞惊叹：“原来毛姆的作品这么好看！”
3、名画插图，赏心悦目：特别收录小说主人公原型，法国画家高更经典代表作，包括《自画像》《我们从哪里来？我们是谁？我们到哪里去？》等。
4、全新导读，讲透精髓：足足7000字精彩导读，透彻解析本书的精神内核：“你一生真正的抉择只有一次，你应该被梦想照亮，还是被金钱照亮？”
5、六项荣誉，获奖无数：上市至今靠口碑持续热销！荣获2018-2020当当经典名著销量桂冠（已公证）等多项荣誉。
6、真实口碑，好评如潮：作家榜版《月亮与六便士》，仅在当当网就创下1402370条真实热评（截止2022年9月20日数据）！一直被山寨，从未被超越！
读经典名著，认准作家榜！拒绝仿冒盗版！
 ",1563068,"['经典必读（4995）', '装帧精美（4233）', '引人入胜（2949）', '温情感人（2601）', '情节曲折（2416）']"
21,跟着课本去旅行 带着孩子游世界 图说天下中小学生语文知识拓展,"['霍晨昕,木梓']",None,http://img3m3.ddimg.cn/15/15/29545773-1_w_1693818106.jpg,2023年03月 ,石油工业出版社,15.20,40.00,3.8,亲子/家教,素质教育,16开,轻型纸,平装-胶订,否,9787518358656,"1.强大的主创团队，各领域的研究学者层层把关，确保图书在具有趣味性的同时，更具科学性和准确性。
2.旅行与时下流行的“游学”相结合，是家长和孩子喜爱的热门产品。
3.纸张柔软，色泽柔和不伤眼，是一本孩子爱不释手的书！
 ",102631,"['内容丰富（3）', '实用（3）', '亲子关系（2）', '共同成长（2）', '宝妈必备（2）', '家长必读（2）', '儿童心理（1）', '隔代养育（1）']"
22,"给青年的十二封信（八年级下册阅读推荐,首度收录朱光潜大事记。谈职业选择，人际交往。随大流看似安全但做自己才是真正的人生）",['朱光潜；读客文化 出品'],None,http://img3m5.ddimg.cn/22/17/29544295-1_w_1688364706.jpg,2023年03月 ,海南出版社,27.50,39.90,6.9,文学,中国现当代随笔,32开,胶版纸,平装,否,9787573008732,"◆首度收录6段朱光潜生平事迹，从个人经历、毕生事业、育人交友等方面展现美学大师的“真面目”。
◆近百年来，一代代青年和朱光潜谈职业选择，谈人际交往，谈婚恋关系，无所不谈！
◆中国现代美学奠基人朱光潜，原来私底下喜欢逗乐子、讲段子、掏心窝子！
◆12封给青年的信，启发青年在读书工作上要专注目标，也要享受生活！
◆另外精选8篇朱光潜其他著作中对青年的寄语，鼓励青年要立志、自信、奋斗，不要拖延！
◆参照叶圣陶、沈从文、季羡林等名家主持编订的1987年《朱光潜全集》，逐字逐句审定。
◆特别增加149条对人名典故、生僻字词的详细注解。
◆随大流看似安全，但做自己才是真正的人生。
◆随书附赠金句明信片。
 ",65144,[]
