排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,病隙碎笔 2021纪念版（史铁生充满灵性光辉的生命笔记，启迪无数读者的长篇哲思散文经典）,"['史铁生 ', ',博集天卷 出品']",None,http://img3m3.ddimg.cn/26/23/29325113-1_w_6.jpg,2021年11月 ,湖南文艺出版社,22.00,48.00,4.59,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787540483432,"《病隙碎笔》（纪念版2021）
▲《病隙碎笔》荣获第三届鲁迅文学奖，《病隙碎笔》(之六)荣获首届老舍文学奖，首届华语文学传媒大奖年度杰出成就奖作家作品。
▲光影纪念，典藏之选：内文特别附录史铁生先生亲摄照片，诠释信仰与爱，精美四色印刷，用纸考究。
▲史铁生夫人陈希米亲自审定，精细校订郑重出版。
▲史铁生充满灵性光辉的生命笔记。读史铁生，不可不读《病隙碎笔》，这是史铁生的一部充满了深刻生命体验的人生笔记，也是深受读者喜爱的当代哲思散文经典。读史铁生，如读我们自己，走失的心会安定下来；在深刻的困境中，重新寻获信心与爱。
▲当代文学大家史铁生的长篇哲思散文《病隙碎笔》，是他从身患尿毒症、接受透析开始，以四年时间写成，被誉为“二〇〇二年度中国文学为重要的收获”（首届华语文学传媒大奖授奖词），是“在深刻的困境中，对神性和人生终极意义所做的一次艰苦卓绝而又辉煌壮丽的追问与眺望”。
▲首届华语文学传媒大奖年度杰出成就奖得主史铁生授奖词：史铁生是当代中国令人敬佩的作家之一，他的写作与他的生命完全同构在了一起，用残缺的身体，说出了为健全而丰满的思想。他体验到的是生命的苦难，表达出的却是存在的明朗和欢乐，他睿智的言辞，照亮的反而是我们日益幽暗的心。他的《病隙碎笔》作为二〇〇二年度中国文学为重要的收获，一如既往地思考着生与死、残缺与爱情、苦难与信仰、写作与艺术等重大问题，并解答了“我”如何在场、如何活出意义来这些普遍性的精神难题。
▲史铁生作为“纯粹的写作者”，“其想象力和思辨力代表了我们当代文学所能达到的高度”；“他用自己的苦难提升了大家对生命的认识，而我们没有任何成本地享受了他所达到的精神高度”。
 ",302462,"['经典必读（4）', '装帧精美（1）']"
12,法治的细节（罗翔随笔集，荣获文津图书奖，评热点、论法理、聊读书、谈爱情，人间清醒与你坦诚相见）,['罗翔，果麦文化 出品'],None,http://img3m4.ddimg.cn/21/25/29323524-1_w_23.jpg,2021年11月 ,云南人民出版社,34.00,49.80,6.83,法律,法律随笔,32开,轻型纸,平装,否,9787222204331,"  ◇《法治的细节》荣获文津图书奖，2021人文社科年度好书、读者年度影响力图书、豆瓣zui受关注作者、南都2021年度十大好书等社科图书大奖
◇法律男神罗翔教授2021新作，法律随笔集，解读热点案件，思辨法治要义。
◇CCTV年度法治人物，2020书业评选年度作者,哔哩哔哩百大UP主,超高人气UP主罗翔
◇盘点近年热点案件，理性而不失温度，从N号房事件到张玉环案，如何在现实中追求正义？
◇从法律视角破解电车难题，思辨刑罚边界、胎儿权利等法理冲突，在时事中保持理性思考
◇《人民日报》、央视朗读者等媒体官方推荐，罗振宇、罗永浩强烈安利，追求知识与智慧。
◇收录罗翔走红后的心路历程，分享走出困境的人生经历与感悟，附罗翔青年照。
 ",479980,"['内涵丰富（68）', '解读透彻（67）', '实用性强（56）', '内容专业（54）', '内容扎实（52）', '作者权威（48）']"
13,带壳的牡蛎是大人的心脏（当当专享签章版+作者亲绘贴纸。火爆全网现象级漫画，汪苏泷、沈月、容祖儿、阮筠庭真诚推荐！）,"['拟泥nini ', '绘 时代华语 出品']",None,http://img3m7.ddimg.cn/47/4/29463437-1_w_1695289711.jpg,2022年09月 ,北京联合出版有限公司,40.80,68.00,6,动漫/幽默,大陆漫画,32开,胶版纸,平装-胶订,否,9787559662170,"◆超人气漫画家拟泥nini作品集结，温暖来袭！刷屏微博、公众号、小红书等社交媒体，全网阅读量超500万 ！
◆当你脆弱的时候，就看拟泥nini吧！用糖果色的漫画诠释现实世界的烦恼与丧，给正在经历着阴雨天的大人，一个安慰的拥抱。卸下所有的面具和重担，把脆弱的权利还给大人。
◆有时候，上一秒还是小孩，下一秒就已经是大人了。当我们发现有天在世界面前，只能礼貌地笑着，不能哭也不能发脾气的时候，才明白这种打了镇定剂一般的感觉，是被叫做“成为大人”。
◆太奇怪也没关系，不够完美也值得被爱！在循环往复的混沌和疲劳之中，不要忘了生活本身的意义，做一个闪光的人，去守护你所爱的人与事。
◆人生很难，祝你快乐！累的时候睡一觉，心情不好吃甜的，脆弱的时候就去看看花。所谓的大人，都是披着坚硬外壳的柔软牡蛎。Nini的漫画就像是贴在伤口上的OK绷。是你自己的人生，按你喜欢的方式去选择吧！
◆我们和时间一起做的事情，时间也会尊重它。成长是一个漫长的过程，要允许脆弱，更需要耐心和勇气！给总是隐藏情绪、被迫长大的大人们一丝勇气，脱掉坚硬的外壳，短暂“逃离现实”，回到我们出发的原点。
◆312页暖心故事，篇篇治愈！集结长篇代表作《带壳的牡蛎是大人的心脏》、人气连载《向日葵花园》系列并附特别结局，更收录17个暖萌短篇，其中4篇为全新创作首发。从可爱温暖的故事到疲惫无奈的现实，收录了一些对爱与梦的记录，是一些破碎后的自愈，一些对命运和希望的小小思考，更是对日常生活颇具勇气的复盘。
◆小开本&高颜值！全彩印刷，可180度平摊阅读，臻彩呈现。可随手携带翻读，暖心又催泪！
 ",396019,"['解压神器（50）', '被治愈（47）', '画工精美（37）', '热血（34）', '暖萌（28）', '好搞笑（21）', '同人（17）', '值得收藏（7）']"
14,额尔古纳河右岸（茅盾文学奖获奖作品全集28）,['迟子建'],None,http://img3m8.ddimg.cn/5/14/27878108-1_w_1703749538.jpg,2019年06月 ,人民文学出版社,16.00,32.00,5,小说,中国当代小说,32开,胶版纸,平装-胶订,否,9787020139590,"一九八一年三月十四日，病中的中国作家协会主席茅盾致信作协书记处：“亲爱的同志们，为了繁荣长篇小说的创作，我将我的稿费二十五万元捐献给作协，作为设立一个长篇小说文艺奖金的基金，以奖励每年*秀的长篇小说。我自知病将不起，我衷心地祝愿我国社会主义文学事业繁荣昌盛！”
茅盾文学奖遂成为中国当代文学的*奖项，自一九八二年起，基本为四年一届。获奖作品反映了一九七七年以后长篇小说创作发展的轨迹和取得的成就，是卷帙浩繁的当代长篇小说文库中的翘楚之作，在读者中产生了广泛的、持续的影响。
人民文学出版社曾于一九九八年起出版“茅盾文学奖获奖书系”，先后收入本社出版的获奖作品。二〇〇四年，在读者、作者、作者亲属和有关出版社的建议、推动与大力支持下，我们编辑出版了“茅盾文学奖获奖作品全集”，并一直努力保持全集的完整性，使其成为读者心目中“茅奖”获奖作品的权威版本。现在，我们又推出不同装帧的“茅盾文学奖获奖作品全集”，以满足广大读者和图书爱好者阅读、收藏的需求。
获茅盾文学奖殊荣的长篇小说层出不穷，“茅盾文学奖获奖作品全集”的规模也将不断扩大。感谢获奖作者、作者亲属和有关出版社，让我们共同努力，为当代长篇小说创作和出版做出自己的贡献，为广大读者提供更多的优秀作品。
  人民文学出版社编辑部
 ",794497,"['经典必读（123）', '装帧精美（110）', '温情感人（80）', '引人入胜（71）', '情节曲折（61）', '中国原创（57）']"
15,生死疲劳（不看不知道，莫言真幽默！全新版本！）,['莫言；读客文化 出品'],None,http://img3m5.ddimg.cn/37/23/29343835-1_w_1697019310.jpg,2022年01月 ,浙江文艺出版社,45.40,69.90,6.5,小说,中国当代小说,32开,轻型纸,平装,否,9787533966102,"◆ 不看不知道，莫言真幽默！在极度痛苦时笑出声来，获得内心深处的解脱。
◆ 莫言：“诺奖的评委主要是因为读完了《生死疲劳》，才把这个奖项授给了我。”
◆ 中国诺贝尔文学奖得主莫言代表作！
◆ 不看不知道，欲哭又想笑。活着不容易，幽默无价宝。——莫言
◆ 不管生活多苦闷，翻开本书都会笑出声来。
◆ 收录全新再版序、莫言漫像、莫言题词，了解本书创作背后的故事！
◆ 特别梳理人物关系图，清晰呈现主要人物关系！
◆ 5幅原创插画，还原本书精华场景！
 ",642791,"['经典必读（132）', '装帧精美（109）', '引人入胜（83）', '中国原创（72）', '情节曲折（70）', '温情感人（59）']"
16,你当像鸟飞往你的山（中文版销量超200万册，比尔·盖茨年度特别推荐！登顶《纽约时报》畅销榜80+周，这本书比你听说的还要好！）,"['塔拉 · 韦斯特弗 ', ' ， 新经典 出品']",None,http://img3m2.ddimg.cn/0/27/28473192-1_w_22.jpg,2019年11月 ,南海出版公司,34.80,59.00,5.9,文学,外国随笔,32开,轻型纸,精装,否,9787544276986,"★ 奇迹！一部新人处女作，上市第·一周即登上《纽约时报》图书排行榜，zhi今已累计80周，仍高居No.1，全美销量破百万册，作者被《时代周刊》评为“年度影响力人物”
★17岁前从未上过学的女孩，如何成为剑桥大学博士？我们要背叛多少曾经，才能找到真正的自我！
★ 比尔·盖茨年度荐书 No.1  
★ 美国Amazon年度编辑选书 No.1  
★ Goodreads读者票选超过米歇尔《成为》，获年度图书
★《纽约时报》《华尔街日报》《波士顿环球报》图书排行 No.1 
★《纽约时报》《卫报》《华盛顿邮报》《泰晤士报》《时代周刊》《奥普拉杂志》《经济学人》、美国国家公共广播电台等数十家媒体 年度图书！
一个惊人的故事，真正鼓舞人心。我在阅读她极·端的童年故事时，也开始反思起自己的生活。《你当像鸟飞往你的山》每个人都会喜欢。它甚zhi比你听说的还要好。——比尔·盖茨
你可以用很多说法来称呼这个崭新的自我：转型，蜕变，虚伪，背叛。而我称之为：教育。——塔拉·韦斯特弗
教育意味着获得不同的视角，理解不同的人、经历和历史。如果人们受过教育，他们应该多听，少说，对差异满怀激情，热爱那些不同于他们的想法。——塔拉·韦斯特弗，《福布斯杂志》访谈
  ※英文原版中用特殊字体（斜体）表示语气强调、引用或心理活动的内容，中文版也遵照原文，以特殊字体（仿宋）标记，以示区别。
 ",1658270,"['装帧精美（3486）', '经典必读（3360）', '引人入胜（2630）', '优美隽永（2117）']"
17,作家榜名著：月亮与六便士（155万读者高分推荐！全新未删节插图珍藏版！满地都是六便士，他却抬头看见了月亮！毛姆小说代表作！）,"['[英] 毛姆 ', '，作家榜经典名', ' 出品，徐淳刚（诗人） 译，大星文化，高更 绘']",None,http://img3m1.ddimg.cn/66/15/24175371-1_w_1707037441.jpg,2017年01月 ,浙江文艺出版社,19.90,39.80,5,小说,世界名著,32开,胶版纸,平装-锁线胶订,否,9787533936020,"《月亮与六便士》中译本众多，为什么百万读者选择作家榜版？6大硬核入手理由——
1、名家名译，译自原版：传奇诗人徐淳刚呕心译作，译自英国Vintage Books出版社1999版《月亮与六便士》！无删节无改编！原汁原味！完整典藏！
2、译文传神，流畅好读：精准的诗意译文，全方位呈现出毛姆刻薄犀利却又情意绵绵的文学特色！引爆读者盛赞惊叹：“原来毛姆的作品这么好看！”
3、名画插图，赏心悦目：特别收录小说主人公原型，法国画家高更经典代表作，包括《自画像》《我们从哪里来？我们是谁？我们到哪里去？》等。
4、全新导读，讲透精髓：足足7000字精彩导读，透彻解析本书的精神内核：“你一生真正的抉择只有一次，你应该被梦想照亮，还是被金钱照亮？”
5、六项荣誉，获奖无数：上市至今靠口碑持续热销！荣获2018-2020当当经典名著销量桂冠（已公证）等多项荣誉。
6、真实口碑，好评如潮：作家榜版《月亮与六便士》，仅在当当网就创下1402370条真实热评（截止2022年9月20日数据）！一直被山寨，从未被超越！
读经典名著，认准作家榜！拒绝仿冒盗版！
 ",1563070,"['经典必读（4995）', '装帧精美（4233）', '引人入胜（2949）', '温情感人（2601）', '情节曲折（2416）']"
18,云边有个小卖部（俞敏洪《在岁月中远行》单独撰文推荐，随书附赠云边镇四季明信片和张嘉佳作词单曲彩蛋）,"['张嘉佳 ', ',博集天卷 出品']",None,http://img3m9.ddimg.cn/77/23/25295369-1_w_1691567405.jpg,2018年07月 ,湖南文艺出版社,28.00,42.00,6.67,小说,中国当代小说,32开,胶版纸,平装-胶订,否,9787540487645,"★全网超12亿阅读，百万级畅销长篇小说，张嘉佳的创作巅峰，热卖5年不衰之作！
★同名电影拍摄中，彭昱畅饰演刘十三，张嘉佳导演，敬请期待！
★随书特别赠送云边镇四季明信片四张 长体音乐书签。
★内文搭配多幅精美插画，还原故事情节，陪你度过云边镇的日与夜。
★惊喜彩蛋：主题歌《刘十三》由胡彦斌作曲，张嘉佳作词，带你进入故事场景，感受独特的听觉体验。
★写给离开我们的人，写给陪伴我们的人，写给每个人心中的山和海。
★少年远航，云边守望，有些告别，就是最后一面。
1. 张嘉佳全新作品。畅销千万现象级作品《从你的全世界路过》后，暌违五年，
    写给离开我们的人，写给陪伴我们的人，写给每个人心中的山和海。
2. 精美手绘插画。陪你度过云边镇的日与夜。
3. 惊喜彩蛋。张嘉佳作词单曲《刘十三》，带你来到书中现场。
4. 希望和悲伤，都是一缕光。总有一天，我们会再相遇。
 ",1620519,"['温情感人（819）', '装帧精美（724）', '经典必读（561）', '引人入胜（470）', '情节曲折（384）', '中国原创（272）']"
19,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,[]
20,三体：全三册 刘慈欣代表作，亚洲“雨果奖”获奖作品！,['刘慈欣'],None,http://img3m4.ddimg.cn/32/35/23579654-1_w_6.jpg,2010年11月 ,重庆出版社,42.70,93.00,4.6,小说,科幻小说,32开,胶版纸,平装-胶订,是,23579654,None,2296223,"['经典必读（8685）', '引人入胜（7004）', '装帧精美（6967）', '情节曲折（5960）', '温情感人（3900）']"
21,钝感力（渡边淳一经典励志大作！央视新闻、《奇葩说》鼎力推荐，马东、蔡康永、杨天真、王俊凯推荐书目。写给易因小事敏感，什么都往心里去的人。),"['渡边淳一', '；李迎跃 译;']",；李迎跃 ,http://img3m9.ddimg.cn/23/12/25201859-1_w_1698985798.jpg,2018年01月 ,青岛出版社,14.70,32.00,4.6,成功/励志,成功/激励,大32开,轻型纸,平装-胶订,否,9787555262800,"◆对眼前的事情钝感一点，不要什么都往心里去。
◆钝感力赢得美好生活的智慧，从容面对生活中的挫折伤痛。
◆钝感力是一种才能，一种能让人们的才华开花结果、发扬光大的力量。
◆钝感力是一种大智若愚的人生态度和人生智慧，拥有钝感的人更容易在竞争激烈的现代社会立足。
       ",862358,"['文笔流畅（492）', '受益匪浅（427）', '实用（394）', '感染力强（368）', '振奋人心（353）', '干货满满（303）', '内容丰富（296）', '仪式感（229）']"
