排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
1,你也走了很远的路吧（新增2万余字，4篇文章，关于特殊时期成长的勇气，以及曾经的那些人）,"['卢思浩 ', ',博集天卷 出品']",None,http://img3m1.ddimg.cn/46/7/29460961-1_w_11.jpg,2022年09月 ,湖南文艺出版社,22.90,49.80,4.6,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787572608377,"1.青年作家卢思浩《你也走了很远的路吧》经典再版，精心修订，崭新装帧。
2.新增2万余字，4篇文章，关于特殊时期成长的勇气，以及曾经的那些人。
3.你想要看的那片风景，以及想要遇到的人，终将会与你相遇，在你成为自己的路上。
4.每个人都能从故事中读到青春，看到自己。
20个触动人心的青春故事；21首青春配乐，与卢思浩共赴青春演唱会。
5.随书附赠卢思浩致读者的信，把这几年的体会讲给你听。
6.内外双封，精美手绘彩插，随书附赠封面同款海报1张 明信片1套 文笔续写挑战卡1张 书签1张。
 ",645825,"['装帧精美（1310）', '经典必读（953）', '引人入胜（781）', '优美隽永（600）']"
2,真希望你也喜欢自己（房琪shou部作品重磅上市！写给所有年轻人的成长通关秘籍！杨天真、大冰、鲁豫、张含韵诚挚作序推荐。）,"['房琪kiki ', '，磨铁文化 出品']",None,http://img3m3.ddimg.cn/91/10/29474173-1_w_12.jpg,2022年09月 ,北京联合出版有限公司,37.30,49.80,7.49,成功/励志,心灵与修养,32开,胶版纸,平装-胶订,否,9787559664464,"1、杨天真、大冰、鲁豫、张含韵诚意作序
“房琪的这本书与其说是讲成长，不如说是讲生长。若你真认为自己正躺在白日不到处
已经决定放弃发芽，那这本“生长路书”，应该翻阅一下。”
2、一本送给所有年轻人的“成长通关秘籍”
你和自己，熟吗？
该为自己的野心道歉吗？
停留在原地真的意味着安稳？
十字路口，如何选择才不会遗憾？
该怎么做才能找到属于自己的主场？
如何找到和你同频共振的那一部分人？
3、破解成长背后的底层逻辑：“喜欢自己”是你面对这个世界时，的底气
?  或许我们终其一生就是没办法做这个世界的主角，但不妨碍我们可以做自己的主角。
4、全书后特别增加“超长拉页”，精选12篇房琪视频文案，用图文丈量脚步和时间。
如果可以，我想陪你走遍山川湖海和春秋冬夏，一日看尽雪月风花！
5、随书附赠“房琪写给读者的一封信”，见信展颜，感恩所有的喜爱、温暖和陪伴。
所有真心想说的话，都在里面，等你开启。
6、精致双封面设计，专色印刷，呼应“读万卷书，行万里路”的特别意向。
无论是身体还是灵魂，总要有一个在路上。
 ",582985,"['心灵鸡汤（2）', '受益匪浅（2）', '感染力强（2）', '振奋人心（2）', '文笔流畅（2）', '内容丰富（1）', '实用（1）', '干货满满（1）']"
3,始于极限：女性主义往复书简（上野千鹤子蕞新代表作，万千读者共鸣的坦诚对话，“皱巴巴的心都被熨平了”）,"['（日）上野千鹤子，（日）铃木凉美 ', '，新经典 出品']",None,http://img3m6.ddimg.cn/38/16/29458676-1_w_16.jpg,2022年08月 ,新星出版社,29.50,59.00,5,社会科学,社会学,32开,胶版纸,平装-胶订,否,9787513349369,"★上野千鹤子继《厌女》《从零开始的女性主义》后又一力作！讲述从未透露的过往：我也曾是个厌女的精英女性
★知名的女性主义先驱×叛逆的人气作家，一场始于矛盾与冲突，通往理解与改变的对话
★恋爱与性|婚姻|男人|工作|独立|自由|女性主义，围绕12大主题畅谈女性如何活出想要的人生
★历时一年，十二回通信。铃木在性交易市场上目睹了男性蕞低劣丑恶的欲望，已对男人彻/底绝望；上野经历过无数次愤怒与失望，但仍对世界充满信心。两人相差40岁，走过了迥异的人生，在一对一的书信中抵达对方内心的蕞深处。
★我们要付出多少代价，才能活出想要的人生？每一位女性都是生活的幸存者，她们迷茫，她们反抗，她们故作坚强实则遍体鳞伤
★性别对立时代的希望之作：“上野女士，您为何可以对男人不感到绝望”
★横扫日本图书市场，“读了这本书，我想没有人不会成为女性主义者”
小说家花房观音诚挚推荐：“这本书能够拯救女性！”作家本岛理生盛赞：“每翻一页，体温也随之攀升。”
 ",205722,"['经典巨作（3）', '内容扎实（2）', '可读性强（2）', '内容专业（1）', '学术性强（1）']"
4,带壳的牡蛎是大人的心脏（当当专享签章版+作者亲绘贴纸。火爆全网现象级漫画，汪苏泷、沈月、容祖儿、阮筠庭真诚推荐！）,"['拟泥nini ', '绘 时代华语 出品']",None,http://img3m7.ddimg.cn/47/4/29463437-1_w_1695289711.jpg,2022年09月 ,北京联合出版有限公司,40.80,68.00,6,动漫/幽默,大陆漫画,32开,胶版纸,平装-胶订,否,9787559662170,"◆超人气漫画家拟泥nini作品集结，温暖来袭！刷屏微博、公众号、小红书等社交媒体，全网阅读量超500万 ！
◆当你脆弱的时候，就看拟泥nini吧！用糖果色的漫画诠释现实世界的烦恼与丧，给正在经历着阴雨天的大人，一个安慰的拥抱。卸下所有的面具和重担，把脆弱的权利还给大人。
◆有时候，上一秒还是小孩，下一秒就已经是大人了。当我们发现有天在世界面前，只能礼貌地笑着，不能哭也不能发脾气的时候，才明白这种打了镇定剂一般的感觉，是被叫做“成为大人”。
◆太奇怪也没关系，不够完美也值得被爱！在循环往复的混沌和疲劳之中，不要忘了生活本身的意义，做一个闪光的人，去守护你所爱的人与事。
◆人生很难，祝你快乐！累的时候睡一觉，心情不好吃甜的，脆弱的时候就去看看花。所谓的大人，都是披着坚硬外壳的柔软牡蛎。Nini的漫画就像是贴在伤口上的OK绷。是你自己的人生，按你喜欢的方式去选择吧！
◆我们和时间一起做的事情，时间也会尊重它。成长是一个漫长的过程，要允许脆弱，更需要耐心和勇气！给总是隐藏情绪、被迫长大的大人们一丝勇气，脱掉坚硬的外壳，短暂“逃离现实”，回到我们出发的原点。
◆312页暖心故事，篇篇治愈！集结长篇代表作《带壳的牡蛎是大人的心脏》、人气连载《向日葵花园》系列并附特别结局，更收录17个暖萌短篇，其中4篇为全新创作首发。从可爱温暖的故事到疲惫无奈的现实，收录了一些对爱与梦的记录，是一些破碎后的自愈，一些对命运和希望的小小思考，更是对日常生活颇具勇气的复盘。
◆小开本&高颜值！全彩印刷，可180度平摊阅读，臻彩呈现。可随手携带翻读，暖心又催泪！
 ",395636,"['解压神器（50）', '被治愈（47）', '画工精美（37）', '热血（34）', '暖萌（28）', '好搞笑（21）', '同人（17）', '值得收藏（7）']"
5,长安的荔枝,"['马伯庸 ', ',博集天卷 出品']",None,http://img3m5.ddimg.cn/54/34/29470275-1_w_1.jpg,2022年10月 ,湖南文艺出版社,29.00,45.00,6.45,小说,历史小说,32开,胶版纸,平装-胶订,否,9787572608582,"唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”惹得世人艳羡杨贵妃上千年，但其中的荔枝是如何从五千余里外的岭南运送到长安城的，却鲜有史书详细记载，脑洞大开的马伯庸以此为蓝本构建了一个大唐社畜李善德拼尽全力做项目的故事，虽是历史小说，读者却能从中看到自己的生活影子，大城市买房落脚、职场情商博弈、不得已的违规逾矩等，小人物的挣扎是那么相似。一项将鲜荔枝运逾千里之距的艰难差事，以微观人事折射大唐宏观社会。
这部口碑非常好的历史小说只花了11天写就，小说刚一连载就获得了广大读者的好评，被数万人点评为神作，推荐值高达96%。微博、抖音、小红书和今日头条，海量读者自发评论和衍生二创。
本书小开本双封设计，随书附赠“荔枝鲜转运舆图”折页插图一张。
 ",430379,"['经典必读（8）', '装帧精美（7）', '情节曲折（6）', '引人入胜（5）', '温情感人（4）']"
6,经典常谈朱自清（八年级下《语文》推荐阅读丛书） 人民文学出版社,['朱自清'],None,http://img3m4.ddimg.cn/80/26/29449214-1_w_1689317257.jpg,2022年08月 ,人民文学出版社,10.00,20.00,5,中小学用书,初中阅读,16开,胶版纸,平装-胶订,否,9787020172368,"本书收入“语文阅读推荐图书”，是专为中小学生朋友们课内外阅读准备的，版本完善，校勘精良。本书以文光书店1946年初刊本为底本，为限度保留作品原貌和时代特色，文中用词、用字及引文、注释等格式，未按现行出版规范强行统一。另，本书写于20世纪上半叶，近七八十年来，学术界在很多领域取得的新进展，为作者当时所不及见。为保证相关知识的准确性，个别地方采用“编者按”的方式做了补充说明。不当之处，敬请读者批评。
 ",156236,"['对孩子有帮助（9）', '实用（3）', '内容全面（2）', '内容详细（2）', '同步辅导（2）', '孩子喜欢（1）']"
7,钝感力（渡边淳一经典励志大作！央视新闻、《奇葩说》鼎力推荐，马东、蔡康永、杨天真、王俊凯推荐书目。写给易因小事敏感，什么都往心里去的人。),"['渡边淳一', '；李迎跃 译;']",；李迎跃 ,http://img3m9.ddimg.cn/23/12/25201859-1_w_1698985798.jpg,2018年01月 ,青岛出版社,16.00,32.00,5,成功/励志,成功/激励,大32开,轻型纸,平装-胶订,否,9787555262800,"◆对眼前的事情钝感一点，不要什么都往心里去。
◆钝感力赢得美好生活的智慧，从容面对生活中的挫折伤痛。
◆钝感力是一种才能，一种能让人们的才华开花结果、发扬光大的力量。
◆钝感力是一种大智若愚的人生态度和人生智慧，拥有钝感的人更容易在竞争激烈的现代社会立足。
       ",862099,"['文笔流畅（492）', '受益匪浅（427）', '实用（394）', '感染力强（368）', '振奋人心（353）', '干货满满（303）', '内容丰富（296）', '仪式感（229）']"
8,华杉讲透孙子兵法（《狂飙》高启强的人生之书！这回终于读懂孙子兵法！通篇大白话，一看就懂）,['华杉；读客文化 出品'],None,http://img3m2.ddimg.cn/86/8/29368832-1_w_4.jpg,2015年06月 ,江苏文艺出版社,34.90,69.80,5,政治/军事,军事,16开,纯质纸,精装,否,9787539984094,"◆这回终于读懂《孙子兵法》！
◆通俗通透解读经典战例，逐字逐句讲透兵法原意！
◆本次重印对内文进行了全新审校，修订谬误和不规范说法500多处。
◆通过155个经典战例，将《孙子兵法》的原意剖析得详尽透彻。
◆援引传世注家曹操、杜牧等11人的注解，从不同角度还原兵法原意。
◆兵法首先不是战法，而是不战之法；不是战胜之法，而是不败之法。
◆学习兵法的目的不是如何获取胜利，而在于确保一生不败。
◆翻开本书，这回终于读懂《孙子兵法》！
 ",198420,"['解读透彻（433）', '内涵丰富（395）', '内容扎实（316）', '深度解读（251）', '公务员学习必备（61）', '党员必备（60）']"
9,活着（余华代表作，精装，易烊千玺推荐阅读）,"['余华 ', ' ，新经典 出品']",None,http://img3m3.ddimg.cn/23/25/29311943-1_w_34.jpg,2021年10月 ,北京十月文艺出版社,31.00,45.00,6.89,小说,社会小说,32开,轻型纸,精装,否,9787530221532,"★《活着》讲述了人如何去承受巨大的苦难；讲述了眼泪的宽广和丰富；讲述了绝望的不存在；讲述了人是为了活着本身而活着的，而不是为了活着之外的任何事物而活着。                   
★本书获
-意大利格林扎纳·卡佛文学奖
-意大利朱塞佩·阿切尔比国际文学奖
★同名电影获戛纳国际电影节评审团大奖
★这是一个人和他的命运之间的友情，这是ZUI为感人的友情，因为他们互相感激，同时也互相仇恨；他们谁也无法抛弃对方，同时谁也没有理由抱怨对方。
他们活着时一起走在尘土飞扬的道路上，死去时又一起化作雨水和泥土。
★《活着》里的福贵让我相信：生活是属于每个人自己的感受，不属于任何别人的看法。我想，这可能是写作给予我的酬谢。
  ——余华 
  ",1376996,"['经典必读（4485）', '装帧精美（4281）', '温情感人（2925）', '情节曲折（2554）', '引人入胜（2428）']"
10,孙子兵法（中华经典名著全本全注全译丛书-三全本）,['陈曦 译注'],None,http://img3m1.ddimg.cn/23/1/29385401-1_w_6.jpg,2022年03月 ,中华书局,13.00,26.00,5,古籍,古籍整理,32开,胶版纸,精装,否,9787101156515," 1.《孙子兵法》不仅是“兵家圣典”，也是一部“智慧宝典”。它通过论述如何取得战争的胜利，提供了很多处理各种关系、事务的法则。例如“庙算”致胜，就是要综合考虑各方面因素，即“大格局”“全局观”；“不战而屈人之兵”的“全胜”思想，引导人们寻求直接冲突之外解决问题的方法，将损失降到z低，获得z大收益；“知彼知己，百战不殆”，提醒人们在制定计划、采取行动前要客观全面了解、评估自己与对方，已经成为指导人们行走社会的格言。因此《孙子兵法》常读常新，并且成为历代成功人士的之书。
2.《孙子兵法》是“三全本”中少有的注释具有“集注”性质的作品。本书注释除字词解释、语句串讲、典故说明外，主要特色是引证大量经过精心选择的古今资料从各个角度与层面展示不同时代、地域研究者对孙子思想的认识，列举古今战例验证孙子兵法的实用性、科学性，并以此为依据阐明孙子军事哲学思想的精义。因此本书的注释不仅可以帮助读者读懂原著，还为读者进一步研习《孙子兵法》提供了丰富的资料和线索。
 ",109711,"['印刷清晰（3）', '博大精深（2）', '品质不错（2）']"
