排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
1,张皓宸新书：抬头看二十九次月亮（全彩手绘寄语印签本，写给每一个在等待月圆的你）,"['张皓宸 ', ',博集天卷 出品']",None,http://img3m2.ddimg.cn/23/9/29625872-1_w_1695086852.jpg,2023年09月 ,湖南文艺出版社,33.00,49.80,6.63,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,29625872,"1.张皓宸散文随笔集，时隔两年全新力作。
2.我们不只要歌颂满月，也要正视每一次残缺，看二十九次月亮的过程，也是我们正视自己脆弱和不完美的过程。
3.我们经过长夜，只要抬头，月亮都还在。你也终会等来一次月圆。这本书献给每一个在等待月圆的你。
4.张皓宸的人间真实，带你领略生活冷暖，然后阳光、洒脱、自洽。
对每个人来说，或许最糟的时期已经熬过，但黑夜过后的每一个黎明，我还想陪你一起看日出，每个黄昏后的夜晚，还想陪你一起看很久的月亮。
4.内外双封，随书附赠封面同款海报*1 明信片*3 圆缺书签*2 插画卡*1（3款随机1款）。
 ",17575,[]
2,埃隆·马斯克传 埃隆马斯克亲自参与并公开推荐 《史蒂夫·乔布斯传》作者艾萨克森2023年最新力作 乔布斯、比尔·盖茨、马斯克一致认可的传记作家,['沃尔特·艾萨克森'],None,http://img3m2.ddimg.cn/10/21/29618632-1_w_1696664837.jpg,2023年09月 ,中信出版社,79.00,90.00,8.78,管理,一般管理学,16开,胶版纸,平装-胶订,否,9787521758399,"· 埃隆·马斯克亲自参与并公开推荐，2023年9月12日全球同步出版，唯一简体中文版由中信出版集团出版。
· 百万册畅销书《史蒂夫·乔布斯传》作者艾萨克森2023年*新力作。乔布斯、比尔·盖茨、马斯克一致认可的传记作家。
· 埃隆·马斯克目前为止给予*大权限的跟访。全程无干涉、无删减。在本书出版前，马斯克未曾审阅书稿，也没有读过书稿，或对书稿内容施加任何控制。
· 两年深度跟访，基于第一手资料，深度梳理马斯克的商业和创新逻辑，内容时间横跨20世纪70年代至2023年4月的50余年。涉及马斯克同时管理的6家公司：特斯拉、SpaceX、Boring Company、Neuralink、推特、X.AI，揭示这个时代*重要的能力之一：创新和创造力，以及个人和企业如何获得并借此实现价值。
· 首次公开收购推特背后的完整故事。2022年1月，马斯克卖股票变现100亿美元，秘密授意私人财务助理买入推特股票；4月，决定收购推特；7-9月，不确定是否以440亿美元完成收购；10月，接管推特，大规模裁员、内容筛选机制；11月，推特蓝标上线、*后一轮裁员；12月， “洗劫”萨克拉门托。
· 全面呈现马斯克“英雄模式”与“恶魔模式”，解析冒险基因与性格养成。书中展示了马斯克独特的个性魅力和他在科技行业、太空探索、可持续能源领域的影响力，揭示了他的思想、行为和决策背后的故事和动机。
· 商业、投资大佬云集，第一视角观看“神仙打架”。比如，与“PayPal黑帮”争夺公司经营权，与贝索斯展开太空竞赛，公开回击比尔·盖茨做空特斯拉股票，解雇推特CEO阿格拉瓦尔。
· 书中随处可见马斯克霸气语录。“要么把筹码再推回牌桌上，要么去打游戏的下一关，总之不要安于现状。/你唯一要遵守的就是物理学定律能推导出来的规则，其他一切都只是建议。/如果你不愿意躬身入局，用你的金钱和智慧去投资一家公司，你就没有资格成为创始人。/干活的第一步是质疑你接到的任务要求，因为所有要求都包含愚蠢和错误。/疯狂的紧迫感是公司运作的法则。”
· 解读商业和科技的前沿技术、未来趋势：关于可持续能源、自动驾驶、太空探索、人工智能。
 ",54021,"['实用（1）', '观点独特（1）']"
3,半小时漫画中国地理（从长江长城到黄山黄河，半小时尽览祖国大好河山！）,['陈磊·半小时漫画团队；读客文化 出品'],None,http://img3m8.ddimg.cn/94/18/29618518-1_w_1692948250.jpg,2023年08月 ,浙江科学技术出版社,24.90,49.90,4.99,科普读物,生态环境,32开,胶版纸,平装,否,9787573906267,"◆ 从长江长城到黄山黄河，半小时尽览祖国大好河山！
◆ 漫画式科普开创者、3500万粉丝的陈磊·半小时漫画团队又一科普地理新系列！
◆ 如果全中国是个班级，那么北京就是班长，上海就是副班长……
◆ 西藏是美术课代表：穿藏袍、骑牦牛、会画画。
◆ 青海是生活管理员：能送水、能拉面、能产矿。
◆ 云南是生物课代表：采菌子、养大象、种鲜花。
◆ 贵州是进步优等生：建大桥、算数据、产好茶。
◆ 翻开本书，尽览祖国大好河山，越看越爱国！
◆ 看半小时漫画，轻轻松松当学霸。
 ",32290,"['趣味性强（1）', '内容严谨（1）', '阅读体验好（1）']"
4,我的情绪小怪兽（3-8岁） 信谊世界精选图画书,['[西班牙]安娜·耶纳斯'],None,http://img3m9.ddimg.cn/55/16/29618479-1_w_1692956052.jpg,2023年07月 ,四川少年儿童出版社,25.00,49.80,5.03,童书,绘本/图画书,12开,铜版纸,精装,否,9787572808470,None,17132,['整体感觉不错（1）']
5,成为雍正（附赠《雍正十二月行乐图》原画海报 + 雍正全身像书签，新晋B站百大UP主、“夺嫡区宝藏UP”【正直讲史-李正Str】动情力献！）,"['李正 ', ',博集天卷 出品']",None,http://img3m4.ddimg.cn/89/6/29616434-1_w_1695368816.jpg,2023年09月 ,岳麓书社,35.80,78.00,4.59,历史,中国史,16开,胶版纸,平装-胶订,否,9787553819174,"★ 2022 B站百大UP主、创下1亿播放量——【正直讲史-李正Str】动情力献！这位来自B站的“夺嫡区UP”，一向关注那些被掩盖在历史大潮背后的“一笔姓名”，夺嫡之外的吃瓜王子、命运多舛且不服输的皇家公主、《清史稿》上占不满一行字的nobody……他为我们重新理解雍正和那个时代打开了一扇充满惊喜的新窗。

★ 一个依旧说不尽的雍正：在为后世无数清宫剧提供素材之源、并晋升为故宫的国民IP之后，雍正的面孔在大众娱乐的狂欢之下，似乎越来越模糊。一边是来自历史的口诛笔伐，一边是来自今天民间的翻案，从胤禛到雍正，他永远充满了说不尽的话题。接力二月河、刘和平，在后《雍正王朝》、后清朝叙事时代，以当下视角，重解这位孤臣、孤君的情感方程式。

★ 一个承前启后的王朝：雍正一朝，不仅仅是为清廷强行续命的那13年，它是解释“康乾盛世”得以形成的核心动因；从“九王夺嫡”到“弘晳逆案”，那些贯穿了三朝的人与事，是整段清史的生动剪影。

★ 在一幅看似熟络的雍正正颜之外，带来一份我们都不曾留意过的雍正侧写：你要写雍正，就不能只写雍正——要写无情最是帝王家；要写重臣恃宠而骄的膨胀与毁灭；要写延续至乾隆朝的夺嫡余威；要写“朝乾夕惕”的人治极限；还要写被政治裹挟的女性命运……本书通过对众多关键历史人物的生动描绘，借外部视角、借他人之言，在个体命运的打捞中，一个丰沛的雍正、一个被遗忘在“康乾盛世”背影下的雍正王朝，就这样被渐渐拼合而出、款款而来。

★ 目光向下，是如今历史写作的一大趋势：本书关注时代洪流下的个体命运，从“人”出发，通过他们或幸福、或坎坷、或无常的一生，串联出那一段恢弘且情感丰沛的历史。我们之所以被历史所打动，首先是因为被“他们”所打动。
显示全部信息",18466,"['内容扎实（1）', '可读性强（1）', '品质高端（1）', '品质不错（1）', '经典权威（1）']"
6,漫长的旅途（当当尊享戳章寄语印签版，卢思浩继《你也走了很远的路吧》之后，暌违六年，短篇小说集力作）,"['卢思浩 ', ',博集天卷 出品']",None,http://img3m3.ddimg.cn/35/32/29607173-1_w_1695204965.jpg,2023年08月 ,湖南文艺出版社,24.90,49.80,5,小说,中国当代小说,32开,胶版纸,平装-胶订,否,9787572613043,"1.青年作家卢思浩继《你也走了很远的路吧》之后，暌违六年，短篇小说集力作。
2.我们每个人，都是别人的最后一根稻草。下雨的时候，倘若尚有余力，就给身边的人，轻轻递一把伞。有些人的相遇，就是为了让你再鼓起力气往前走一走的。
3.人生这条漫长的旅途中，本就有无数的路口。
路过我们生命的每个人，过去发生的每一件事，都会成为旅途中的纪念品。那些善意和温柔并没有消失，它们最后会绕一个圈，重新回到你身上。
4.这本书献给每一个遇到过的人，写给每一个在向前走的人。愿每个人都找到自己的目标和归宿。
这本书诞生于后疫情时代，既有对社会现象的关注，也有对每一个小我的关注。讲述了普通人的爱恨与离别，痛苦与挣扎，讲述了普通人的迷茫与自我救赎，给予每个人一点点再去和生活战斗的勇气。
5.内外双封，精美手绘彩插，随书附赠卢思浩致读者信 定制信封（信封限量，售完为止） 海报 明信片 “漫长旅途”守护卡 金句卡。
 ",94614,[]
7,我爸爸我妈妈全2册——清华附小推荐经典儿童绘本,"['〔英〕安东尼·布朗 ', '，启发童书馆 出品']",None,http://img3m6.ddimg.cn/55/10/29591056-1_w_1.jpg,2023年06月 ,河北教育出版社,45.80,91.60,5,童书,绘本/图画书,8开,胶版纸,精装,是,29591056,"安东尼•布朗*称得上是“天才”。因为每一个看过他创作的《我爸爸》的孩子都会喜欢这样的爸爸，也都希望有这样的爸爸；每一个看过这两《我爸爸》的爸爸都会喜欢这个爸爸，都希望自己能够成为这样的爸爸；每个看过《我爸爸》的妈妈都会喜欢这个爸爸，更希望有一个《我爸爸》这样的先生。这正如英国《妇女界》所称许的那样——“全天下的父母和孩子都会爱上它。”
2000年，安东尼•布朗获得图画书创作者的*荣誉——国际安徒生大奖。
安东尼.布朗作品：《我爸爸》 《我妈妈》 《我哥哥》 《小凯的家不一样了》 《朱家故事》 《谁来我家》 《动物园》 《公园里的声音》
《大猩猩》《看看我有什么》 《捉小熊》 《小熊总有好办法》 《小熊的童话大冒险》 《小熊进城》 《我喜欢书》《形状游戏》 《威利的奇遇》 《穿越魔镜》 《一起玩旋转游戏》
  美国凯迪克大奖系列绘本
《大卫,不可以》、《海底的秘密》、《疯狂星期二》、《天空在脚下》、《阿文的小毯子》、《奥莉薇》、《菲菲生气了》、《雪花人》、《霍金斯的恐龙世界》、《会说话的蛋》、《和我一起玩》、《大家来听音乐会》、《让路给小鸭子》、《玛德琳》、《讨厌黑夜的席奶奶》、《这样的尾巴可以做什么》、《七只瞎老鼠》、《妈妈的红沙发》、《狼婆婆》、《约瑟夫有件旧外套》、《警官巴克尔和警犬葛芮雅》、《我的兔子朋友》、《晴朗的一天》、《歌舞爷爷》、《**之歌》、《小机灵和小迷瞪》、《约翰亨利》
（当当网购书满49元可以包邮哦！）
 ",28183,['孩子喜欢（1）']
8,弗洛伊德与为什么鸭（武志红强烈推荐。原来我可以不用那么好，我的感受很重要。“徐慢慢心理话”心理学漫画新作）,['徐慢慢心理话，果麦文化 出品'],None,http://img3m4.ddimg.cn/94/27/29624854-1_w_1701160564.jpg,2023年08月 ,浙江文艺出版社,29.90,59.80,5,心理学,心理百科,32开,胶版纸,平装,否,9787533973186,"  ★ 如果你时常自我怀疑，那么本书就是为你而写
★ 知名心理学家武志红监制，用简单的心理学道理，化解期待和现实之间的冲突
★ 《抱住棒棒的自己》作者“徐慢慢心理话”新作，收录50篇心理学治愈漫画，新增丰富有趣的心理学知识阐释
★ 专业！涵盖自我认同、人际关系、情绪管理、心理创伤等热门话题，凝聚多位心理咨询师、学者多年的专业经验
★ 解压！50个心理学方法，专治拧巴、纠结、自我怀疑、自我攻击等各种给自己添堵的疑难杂症
★ 轻松！用简单化解复杂，零基础心理解压书；画面干净简单，画风温暖治愈；故事感十足，充满感染力
 ",21450,[]
9,人生海海（麦家经典代表作，莫言、罗翔盛赞，入选《人民日报》书单，发行量超300万，创文学新奇迹）,"['麦家 ', ' ， 新经典 出品']",None,http://img3m9.ddimg.cn/76/13/29607709-1_w_1697100722.jpg,2023年08月 ,北京十月文艺出版社,34.50,69.00,5,小说,中国当代小说,32开,特种纸,精装,否,9787530223192,"★★★ 麦家经典代表作，崭新修订。打磨5年，于常人不敢落笔之处，解密人性的荒唐与磊落
★人生海海，潮落之后是潮起。你说那是消磨、笑柄、罪过，但那就是我的英雄主义。

1. 麦家经典代表作，获誉无数！
--获第十八届华语文学传媒大奖 · 年度杰出作家奖、第四届施耐庵文学奖、豆瓣2019年度图书 · 中国文学（小说类）第·一名
--入选《人民日报》2020新年书单、《中国教育报》2019年度“教师喜爱的100本书”、中国教育新闻网2019年度“影响教师的100本书”
--上市四年，发行量超300万册！
--开卷·2019年度虚构新书榜TOP·1、当当·2019年度新书销量TOP·1、2020年中文图书海外图书馆收藏量TOP·1
--【莫言】“小说的迷人之处就在于它能把不存在的人物写得仿佛是我们的朋友，《人生海海》中的上校就是这样。”
--【苏童】“从某种意义上说，这个上校，是我们共同的父辈。这部小说的音色、旋律让我想到大提琴，如一首给父亲的大提琴奏鸣曲。”
--董卿、王家卫、范丞丞、宋亚轩……都在读！

2. 挑战常人不敢落笔之处，解密人性的高尚与荒唐。
--《人生海海》讲述了一个人在时代中穿行缠斗的一生，奇拔的故事里藏着让人叹息的人生况味，既有日常滋生的残酷，也有时间带来的仁慈。
--主角魅力出彩，群像鲜活生动！
· 郭冰茹（中山大学中文系教授）评《人生海海》：“英雄也好，凡人也罢，每个人的内心都是一部密码，解或不解，都是传奇。”
--金句频出，值得反复品读！
· “生活不是你活过的样子，而是你记住的样子。”
显示全部信息",48999,"['经典必读（2）', '中国原创（1）', '引人入胜（1）']"
10,胜者心法：资治通鉴成事之道（冯唐从管理讲透古今胜者之道！随书附赠冯唐书法书签）,"['冯唐 ', '；磨铁文化 出品']",None,http://img3m1.ddimg.cn/39/5/29623611-1_w_1697528643.jpg,2023年09月 ,民主与建设出版社,49.60,72.00,6.89,管理,一般管理学,32开,胶版纸,精装,否,9787513942935,"★战略管理专家冯唐从管理讲透古今胜者之道
40年历史专研积累，20年管理实战经验，50年跨界成事阅历，知行心得凝结成此书，懂国人、接地气、中国人读得懂、用得上的成事之书！
★历代管理者明镜之书，现代人能赢的生存指南
《资治通鉴》是历代统治者的治国教科书、古今政商必阅的战略参考书、普通人洞悉世事人心的处世宝典。冯唐带你看1300年兴衰成败，懂人性、知谋略、明得失，天下无不可成之事！
★纵横职场、社交处世、管理人生，读了就能用
古代管理智慧x冯唐成事学，麦肯锡实战方法 经典历史案例 现代场景应用。洞悉人性的逻辑，知人知己、胜人胜己；透视权谋的真相，人生少走弯路。
★精装典藏，帝王蓝镜面设计，附赠冯唐书法书签
封面复古帝王蓝特种纸，内页质感胶版纸，烫银工艺打造镜面效果。
 ",73324,['观点独特（1）']
